編號,答案,類近題目
23810901,"第 2 課 第 1 題
Chapter 2 Question 1
📌 參考答案
A. 水具有極高的比熱容量
A. Water has a high specific heat capacity
📌 詳細解釋
題目問及水如何幫助生物維持體溫穩定。
The question asks how water helps organisms maintain a stable body temperature.
水具有極高的比熱容量，需要吸收或流失大量熱能才能改變溫度。
Water has a high specific heat capacity, meaning it requires a large amount of heat loss or gain to change its temperature.
這特性使生物體內的溫度不易受外在環境劇烈變化影響。
This property makes the internal temperature of organisms less susceptible to drastic changes in the external environment.
其他選項分析：
Analysis of other options:
B. 水是良好溶劑與維持體溫無直接關係。
B. Water being a good solvent is not directly related to maintaining body temperature.
C. 水的密度變化主要影響冰的浮力，而非體溫調節。
C. Changes in water density mainly affect the buoyancy of ice, not thermoregulation.
📌 考試提醒
比熱容量 (Specific heat capacity)：提升一公斤物質一度所需的能量。
Specific heat capacity: The energy required to raise the temperature of one kilogram of a substance by one degree Celsius.
常見錯誤：學生常混淆比熱容量與潛熱，潛熱是指狀態改變時（如出汗蒸發）吸收的熱量。
Common trap: Students often confuse specific heat capacity with latent heat; latent heat refers to the heat absorbed during a change of state (e.g., evaporation of sweat).
📌 改正試一試
水的高比熱容量有助緩衝體溫變化。
The high specific heat capacity of water helps buffer body temperature changes.",
23810902,"第 2 課 第 2 題
Chapter 2 Question 2
📌 參考答案
C. 所有單糖和部分雙糖都是還原糖
C. All monosaccharides and some disaccharides are reducing sugars
📌 詳細解釋
題目問及本立德測試的陽性結果代表什麼。
The question asks what a positive result in Benedict's test represents.
本立德測試用於檢測還原糖的存在，所有單糖及部分雙糖均為還原糖。
Benedict's test is used to detect the presence of reducing sugars; all monosaccharides and some disaccharides are reducing sugars.
蔗糖是雙糖，但它不是還原糖，因此不會產生磚紅色沉澱物。
Sucrose is a disaccharide, but it is not a reducing sugar, so it will not produce a brick-red precipitate.
其他選項分析：
Analysis of other options:
A. 澱粉是多糖，不能用本立德測試檢測。
A. Starch is a polysaccharide and cannot be tested with Benedict's test.
B. 蔗糖是非還原糖，測試結果會保持藍色。
B. Sucrose is a non-reducing sugar, and the test result will remain blue.
📌 考試提醒
本立德測試 (Benedict's test)：與還原糖共熱會產生磚紅色沉澱物。
Benedict's test: Boiling with reducing sugars produces a brick-red precipitate.
常見錯誤：學生常忘記進行本立德測試時必須用水浴加熱。
Common trap: Students often forget that heating in a water bath is strictly required for Benedict's test.
📌 改正試一試
蔗糖是唯一不屬於還原糖的常見雙糖。
Sucrose is the only common disaccharide that is not a reducing sugar.",
23810903,"第 2 課 第 3 題
Chapter 2 Question 3
📌 參考答案
B. 高溫會改變蛋白質的立體結構
B. High temperature alters the three-dimensional structure of proteins
📌 詳細解釋
題目問及為何酶在極高溫下會失去活性。
The question asks why enzymes lose their activity at extremely high temperatures.
酶主要是蛋白質，高溫會破壞維持其結構的化學鍵。
Enzymes are mainly proteins, and high temperatures break the chemical bonds maintaining their structure.
這導致酶的活性部位形狀改變，無法與受質結合，這過程稱為變性。
This causes the shape of the active site to change, preventing it from binding to the substrate, a process called denaturation.
其他選項分析：
Analysis of other options:
A. 酶不會被高溫直接分解成氨基酸。
A. Enzymes are not directly broken down into amino acids by high temperatures.
C. 低溫才會降低分子動能，高溫反而會增加動能直至變性。
C. Low temperatures reduce molecular kinetic energy, while high temperatures increase it until denaturation occurs.
📌 考試提醒
變性作用 (Denaturation)：蛋白質因極端溫度或酸鹼值而永久失去特定的立體結構。
Denaturation: Proteins permanently lose their specific three-dimensional structure due to extreme temperatures or pH.
常見錯誤：學生常寫高溫「殺死」了酶，緊記酶是化學物質，沒有生命。
Common trap: Students often write that high temperature ""kills"" enzymes; remember enzymes are chemical substances without life.
📌 改正試一試
酶在極高溫下會變性，其活性部位形狀永久改變，並非被殺死。
Enzymes denature at extremely high temperatures, permanently changing their active site shape, rather than being killed.",
23810904,"第 2 課 第 4 題
Chapter 2 Question 4
📌 參考答案
D. 甘油三酯由一個甘油分子和三個脂肪酸分子組成
D. A triglyceride is composed of one glycerol molecule and three fatty acid molecules
📌 詳細解釋
題目要求選出關於脂質結構的正確描述。
The question asks to select the correct description regarding the structure of lipids.
甘油三酯是最常見的脂質，其結構是三個脂肪酸分子與一個甘油分子結合。
Triglycerides are the most common lipids, structured by three fatty acid molecules bonding to one glycerol molecule.
這過程屬於縮合反應，會釋出三個水分子。
This process is a condensation reaction that releases three water molecules.
其他選項分析：
Analysis of other options:
A. 磷脂含有一個磷酸鹽基團，而非三個。
A. Phospholipids contain one phosphate group, not three.
B. 脂質不溶於水，但溶於有機溶劑。
B. Lipids are insoluble in water but soluble in organic solvents.
📌 考試提醒
縮合作用 (Condensation)：小分子結合成大分子並釋出水分子的化學反應。
Condensation: A chemical reaction where small molecules join to form a large molecule with the release of water molecules.
常見錯誤：學生常忘記合成一個甘油三酯分子會釋出三個水分子，而非一個。
Common trap: Students often forget that synthesizing one triglyceride molecule releases three water molecules, not one.
📌 改正試一試
甘油三酯的合成需要三個脂肪酸參與，並釋出三個水分子。
The synthesis of a triglyceride requires three fatty acids and releases three water molecules.",
23810905,"第 2 課 第 5 題
Chapter 2 Question 5
📌 參考答案
C. DNA 含有胸腺嘧啶 (T)，而 RNA 含有尿嘧啶 (U)
C. DNA contains thymine (T), while RNA contains uracil (U)
📌 詳細解釋
題目問及 DNA 與 RNA 在含氮鹼基上的主要分別。
The question asks about the main difference in nitrogenous bases between DNA and RNA.
DNA 擁有腺嘌呤 (A)、胸腺嘧啶 (T)、胞嘧啶 (C) 和鳥嘌呤 (G)。
DNA has adenine (A), thymine (T), cytosine (C), and guanine (G).
RNA 則以尿嘧啶 (U) 取代了胸腺嘧啶 (T)。
RNA replaces thymine (T) with uracil (U).
其他選項分析：
Analysis of other options:
A. DNA 是雙螺旋結構，RNA 通常是單鏈。
A. DNA is a double helix, while RNA is usually single-stranded.
B. DNA 的五碳糖是脫氧核糖，RNA 是核糖。
B. The pentose sugar in DNA is deoxyribose, while in RNA it is ribose.
📌 考試提醒
核苷酸 (Nucleotide)：核酸的基本單位，由五碳糖、磷酸鹽和含氮鹼基組成。
Nucleotide: The basic unit of nucleic acids, consisting of a pentose sugar, a phosphate group, and a nitrogenous base.
常見錯誤：學生常將核糖與脫氧核糖混淆，忽略了 DNA 缺少一個氧原子。
Common trap: Students often confuse ribose with deoxyribose, ignoring that DNA lacks one oxygen atom.
📌 改正試一試
RNA 中沒有胸腺嘧啶 (T)，而是由尿嘧啶 (U) 替代。
There is no thymine (T) in RNA; it is replaced by uracil (U).",
23810906,"第 2 課 第 6 題
Chapter 2 Question 6
📌 參考答案
B. 提供膳食纖維以促進腸道蠕動
B. Providing dietary fibre to promote intestinal peristalsis
📌 詳細解釋
題目問及纖維素在人體飲食中的主要功能。
The question asks about the main function of cellulose in the human diet.
人類缺乏分解纖維素的酶，因此它不能被消化吸收。
Humans lack the enzyme to break down cellulose, so it cannot be digested and absorbed.
但纖維素能增加糞便體積，刺激腸壁蠕動，預防便秘。
However, cellulose increases faecal bulk, stimulating intestinal peristalsis and preventing constipation.
其他選項分析：
Analysis of other options:
A. 纖維素不能在人體內轉化為葡萄糖提供能量。
A. Cellulose cannot be converted into glucose in the human body to provide energy.
C. 儲存能量是糖原和脂肪的功能。
C. Storing energy is the function of glycogen and fats.
📌 考試提醒
膳食纖維 (Dietary fibre)：植物細胞壁的主要成分（纖維素），人體無法消化。
Dietary fibre: The main component of plant cell walls (cellulose), which cannot be digested by the human body.
常見錯誤：學生誤以為纖維素可以被消化並提供微量能量。
Common trap: Students mistakenly believe that cellulose can be digested and provide a trace amount of energy.
📌 改正試一試
人類不能消化纖維素，其唯一作用是作為膳食纖維預防便秘。
Humans cannot digest cellulose; its sole purpose is to act as dietary fibre to prevent constipation.",
23810907,"第 2 課 第 7 題
Chapter 2 Question 7
📌 參考答案
A. 使 DCPIP 溶液褪色
A. Decolourising the DCPIP solution
📌 詳細解釋
題目問及維生素 C 的化學測試結果。
The question asks about the chemical test result for vitamin C.
維生素 C 是一種強還原劑，能將藍色的 DCPIP 溶液還原。
Vitamin C is a strong reducing agent that can reduce the blue DCPIP solution.
當加入足夠的維生素 C 時，DCPIP 會從藍色變成無色。
When enough vitamin C is added, DCPIP changes from blue to colourless.
其他選項分析：
Analysis of other options:
B. 產生磚紅色沉澱物是還原糖的本立德測試。
B. Producing a brick-red precipitate is the Benedict's test for reducing sugars.
C. 變成藍黑色是澱粉的碘液測試。
C. Turning blue-black is the iodine test for starch.
📌 考試提醒
DCPIP 測試 (DCPIP test)：用於檢測維生素 C，陽性結果為溶液褪色。
DCPIP test: Used to detect vitamin C; a positive result is the decolourisation of the solution.
常見錯誤：學生常把測試劑滴加的順序弄錯，應該是將維生素 C 逐滴加入 DCPIP 中。
Common trap: Students often get the order of dropping wrong; vitamin C should be added drop by drop into DCPIP.
📌 改正試一試
維生素 C 能使藍色的 DCPIP 溶液褪為無色。
Vitamin C can decolourise the blue DCPIP solution to colourless.",
23810908,"第 2 課 第 8 題
Chapter 2 Question 8
📌 參考答案
D. 鐵質是製造血紅蛋白的重要元素
D. Iron is an essential element for manufacturing haemoglobin
📌 詳細解釋
題目問及缺乏鐵質會導致貧血的原因。
The question asks the reason why iron deficiency leads to anaemia.
紅血球中的血紅蛋白負責攜帶氧氣。
Haemoglobin in red blood cells is responsible for carrying oxygen.
鐵質是構成血紅蛋白的核心元素，缺鐵會降低攜氧能力，導致貧血。
Iron is the core element forming haemoglobin; iron deficiency reduces oxygen-carrying capacity, leading to anaemia.
其他選項分析：
Analysis of other options:
A. 鈣質才是維持骨骼健康的元素。
A. Calcium is the element for maintaining bone health.
B. 鐵質不參與肌肉收縮的神經傳導。
B. Iron is not involved in nerve transmission for muscle contraction.
📌 考試提醒
貧血 (Anaemia)：因缺乏鐵質或紅血球不足導致血液攜氧能力下降的疾病。
Anaemia: A disease where the blood's oxygen-carrying capacity decreases due to iron deficiency or insufficient red blood cells.
常見錯誤：學生常以為貧血是因為缺乏白血球，其實是紅血球內的血紅蛋白不足。
Common trap: Students often think anaemia is due to a lack of white blood cells; it is actually insufficient haemoglobin in red blood cells.
📌 改正試一試
缺乏鐵質會阻礙血紅蛋白的合成，直接導致貧血。
Lack of iron hinders the synthesis of haemoglobin, directly leading to anaemia.",
23810909,"第 2 課 第 9 題
Chapter 2 Question 9
📌 參考答案
C. 維生素 D 促進腸道吸收鈣質
C. Vitamin D promotes the absorption of calcium in the intestines
📌 詳細解釋
題目問及維生素 D 與骨骼健康的關係。
The question asks about the relationship between vitamin D and bone health.
維生素 D 的主要功能是促進小腸對鈣質和磷質的吸收。
The main function of vitamin D is to promote the absorption of calcium and phosphorus in the small intestine.
缺乏維生素 D 會導致鈣質吸收不足，兒童會患上佝僂病。
Deficiency in vitamin D leads to insufficient calcium absorption, causing rickets in children.
其他選項分析：
Analysis of other options:
A. 維生素 D 本身不直接構成骨骼。
A. Vitamin D itself does not directly form bones.
B. 維生素 C 才是製造結締組織（膠原蛋白）的關鍵。
B. Vitamin C is the key to manufacturing connective tissues (collagen).
📌 考試提醒
佝僂病 (Rickets)：兒童因缺乏維生素 D 或鈣質導致骨骼變軟及彎曲。
Rickets: A condition in children where bones become soft and bend due to a lack of vitamin D or calcium.
常見錯誤：學生常以為多喝牛奶就能防止佝僂病，忽略了必須有維生素 D 才能吸收鈣。
Common trap: Students often think drinking more milk alone prevents rickets, ignoring that vitamin D is essential for calcium absorption.
📌 改正試一試
人體需要維生素 D 才能有效在腸道中吸收鈣質。
The human body requires vitamin D to effectively absorb calcium in the intestines.",
23810910,"第 2 課 第 10 題
Chapter 2 Question 10
📌 參考答案
B. 維生素 A
B. Vitamin A
📌 詳細解釋
題目問及缺乏哪種維生素會導致夜盲症。
The question asks deficiency of which vitamin causes night blindness.
維生素 A 是製造視網膜感光細胞中視紫紅質的重要原料。
Vitamin A is an essential raw material for producing rhodopsin in the photoreceptor cells of the retina.
缺乏維生素 A 會導致在昏暗環境下視力受損，即夜盲症。
Deficiency of vitamin A leads to impaired vision in dim light, known as night blindness.
其他選項分析：
Analysis of other options:
A. 缺乏維生素 B 通常導致腳氣病或貧血。
A. Vitamin B deficiency usually leads to beriberi or anaemia.
C. 缺乏維生素 C 會導致壞血病。
C. Vitamin C deficiency leads to scurvy.
📌 考試提醒
夜盲症 (Night blindness)：因缺乏維生素 A 導致在弱光下無法看清事物的症狀。
Night blindness: A condition where one cannot see clearly in dim light due to vitamin A deficiency.
常見錯誤：學生常將夜盲症與色盲混淆，色盲是遺傳病，夜盲症是營養不良。
Common trap: Students often confuse night blindness with colour blindness; colour blindness is genetic, while night blindness is nutritional.
📌 改正試一試
胡蘿蔔中的胡蘿蔔素可轉化為維生素 A，有助預防夜盲症。
Carotene in carrots can be converted into vitamin A, helping to prevent night blindness.",
